"#";"country";"family";"name";"shape";"h";"t_web";"b_upper";"t_upper";"b_lower";"t_lower";"r";"ex";"ey";"ez";"zs";"A";"A_y";"A_z";"Iy";"Wy_u";"Wy_l";"Wply";"i_y";"Iz";"Wz";"Wplz";"i_z";"It";"Wt";"Cw";"alpha_y";"alpha_z";"alpha_lt";"Product"
"#";"-";"-";"-";"-";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"cm";"cm";"cm";"cm";"cm2";"cm2";"cm2";"cm4";"cm3";"cm3";"cm3";"cm";"cm4";"cm3";"cm3";"cm";"cm4";"cm3";"cm6";"-";"-";"-";"-"
;"Japan";"H(const)";"H-600x250x16x28x13";"H";600;16;250;28;250;28;13;0;0;0;30;228.4907084;116.66666669999998;83.54225701;137121.6754;-4570.722515;4570.722515;5226.782011;24.49733174;7312.046246;-584.9636997;911.3978249;5.656987156;450.2205527;121.3192323;5964291.667;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-600x250x16x32x13";"H";600;16;250;32;250;32;13;0;0;0;30;247.21070840000002;133.3333333;83.87559035;150737.8068;-5024.593558;5024.593558;5731.641727;24.69320469;8353.439846;-668.2751877;1035.885825;5.812982764;621.688486;150.2011216;6721333.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-600x300x12x19x13";"H";600;12;300;19;300;19;13;0;0;0;30;182.8907084;95;63.42559035;115111.64049999998;-3837.054685;3837.054685;4299.575648;25.087870579999997;8559.329144;-570.621943;876.5236832;6.84107013;177.7300782;66.39432525;7215366.375;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-600x300x12x22x13";"H";600;12;300;22;300;22;13;0;0;0;30;200.1707084;110;63.77559035;128586.8737;-4286.229124;4286.229124;4782.116436;25.34533616;9909.242744;-660.616183;1011.3076830000001;7.03590506;253.095607;84.42467729;8268579;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-600x300x12x25x13";"H";600;12;300;25;300;25;13;0;0;0;30;217.4507084;125;64.12559035;141774.1376;-4725.804587;4725.804587;5259.473223;25.5339553;11259.15634;-750.610423;1146.091683;7.1956910999999995;350.8429167;105.7110294;9298828.125;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-600x300x12x28x13";"H";600;12;300;28;300;28;13;0;0;0;30;234.7307084;140;64.47559035;154676.5426;-5155.884755;5155.884755;5731.646011;25.67008303;12609.06994;-840.604663;1280.875683;7.329199987;473.57065080000007;130.1058812;10306296;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-600x300x16x28x13";"H";600;16;300;28;300;28;13;0;0;0;30;256.4907084;140;83.54225701;160042.8488;-5334.761626;5334.761626;6027.582011;24.97941815;12620.37958;-841.3586386;1296.397825;7.014559284999999;523.3938861;141.0369741;10306296;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-600x300x16x32x13";"H";600;16;300;32;300;32;13;0;0;0;30;279.2107084;160;83.87559035;176575.0334;-5885.834447;5885.834447;6640.441727;25.147719829999996;14420.106509999998;-961.3404342;1475.885825;7.186512724000001;730.9151527;176.5904921;11614464;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-650x200x9x12x13";"H";650;9;200;12;200;12;13;0;0;0;32.5;105.79070840000001;40;51.65892368;68644.70055;-2112.144632;2112.144632;2457.906915;25.47297942;1604.6844300000002;-160.468443;253.75057690000003;3.8946735110000006;42.46039238;22.78103465;1628176;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x9x16x13";"H";650;9;200;16;200;16;13;0;0;0;32.5;121.0707084;53.33333333000001;52.22559035;83388.11646;-2565.788199;2565.788199;2932.534632;26.24415175;2137.969164;-213.7969164;333.5885769;4.202243138;75.040438;32.74232351;2143765.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x9x19x13";"H";650;9;200;19;200;19;13;0;0;0;32.5;132.5307084;63.33333333;52.65059035;94197.83585;-2898.394949;2898.394949;3284.494419;26.66012632;2537.932714;-253.7932714;393.4670769;4.37604513;112.0976473;42.90247082;2521686.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x9x22x13";"H";650;9;200;22;200;22;13;0;0;0;32.5;143.9907084;73.33333333;53.07559035;104797.41079999998;-3224.535716;3224.535716;3633.016207;26.977893889999997;2937.896264;-293.7896264;453.3455769;4.517009399;161.9692475;55.20709721;2892149.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x12x19x13";"H";650;12;200;19;200;19;13;0;0;0;32.5;150.8907084;63.33333333;68.42559035;99928.35904999998;-3074.71874;3074.71874;3565.402419;25.73434561;2543.382478;-254.33824779999998;403.3236832;4.105580658;134.8834115;50.38816832;2521686.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x12x22x13";"H";650;12;200;22;200;22;13;0;0;0;32.5;162.1707084;73.33333333;68.77559035;110361.03619999999;-3395.724189;3395.724189;3908.443207;26.08685221;2943.296078;-294.3296078;463.1076832;4.26020766;184.9889403;61.70645068;2892149.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x12x25x13";"H";650;12;200;25;200;25;13;0;0;0;32.5;173.4507084;83.33333333;69.12559035;120588.904;-3710.427815;3710.427815;4248.099994;26.367298449999996;3343.209678;-334.3209678;522.8916832;4.390295663;249.55625;75.19276242;3255208.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x200x12x28x13";"H";650;12;200;28;200;28;13;0;0;0;32.5;184.7307084;93.33333333;69.47559035;130613.99299999999;-4018.8920909999997;4018.8920909999997;4584.372782;26.590426620000002;3743.123278;-374.3123278;582.6756832;4.501399076;330.1039842;90.69073363;3610917.333;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x250x12x19x13";"H";650;12;250;19;250;19;13;0;0;0;32.5;169.89070839999997;79.16666667;68.42559035;118846.72240000001;-3656.822227;3656.822227;4164.852419;26.44897164;4957.965811;-396.6372649;617.0736832;5.402153871;157.7467449;58.92918516;4925168.62;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x250x12x22x13";"H";650;12;250;22;250;22;13;0;0;0;32.5;184.1707084;91.66666667;68.77559035;132061.0295;-4063.4162920000003;4063.4162920000003;4599.243207;26.777933580000003;5739.129411;-459.1303529;710.6076832;5.582294309;220.48227360000004;73.54590237;5648729.167;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x250x12x25x13";"H";650;12;250;25;250;25;13;0;0;0;32.5;198.4507084;104.1666667;69.12559035;145015.9873;-4462.030379;4462.030379;5029.349994;27.03221389;6520.293011;-521.6234409;804.1416832;5.73201383;301.6395834;90.88577636;6357828.776;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x250x12x28x13";"H";650;12;250;28;250;28;13;0;0;0;32.5;212.7307084;116.66666669999998;69.47559035;157714.1663;-4852.743578;4852.743578;5455.172782;27.228283200000003;7301.456611;-584.1165289;897.6756832;5.858543531;403.2773174999999;110.7939241;7052572.917;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x250x16x28x13";"H";650;16;250;28;250;28;13;0;0;0;32.5;236.4907084;116.66666669999998;90.20892368000001;164700.3191;-5067.702126;5067.702126;5808.008782;26.39004794;7313.752913;-585.100233;914.5978249;5.561130684;457.0472194;123.15878839999999;7052572.917;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x12x16x13";"H";650;12;300;16;300;16;13;0;0;0;32.5;171.6107084;80;68.07559035;121452.1489;-3736.989198;3736.989198;4233.377632;26.602987459999998;7210.135544;-480.675703;743.5396832;6.481858149;124.8906386;53.01216099;7235208;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x12x19x13";"H";650;12;300;19;300;19;13;0;0;0;32.5;188.8907084;95;68.42559035;137765.0857;-4238.925714;4238.925714;4764.302419;27.00625013;8560.049144;-570.669943;878.3236832;6.731825212999999;180.6100782;67.47020199;8510691.375;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x12x22x13";"H";650;12;300;22;300;22;13;0;0;0;32.5;206.1707084;110;68.77559035;153761.0228;-4731.108395;4731.108395;5290.043207;27.309242129999998;9909.962744;-660.664183;1013.107683;6.933021218;255.975607;85.38535406;9761004;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x12x25x13";"H";650;12;300;25;300;25;13;0;0;0;32.5;223.4507084;125;69.12559035;169443.0707;-5213.632944;5213.632944;5810.599994;27.537279879999996;11259.87634;-750.658423;1147.891683;7.098652924;353.7229167;106.5787903;10986328.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x16x22x13";"H";650;16;300;22;300;22;13;0;0;0;32.5;230.4107084;110;89.70892368;161179.19;-4959.359693;4959.359693;5657.279207;26.4486284;9922.495846;-661.4997231;1030.365825;6.5623461270000005;308.6984393;100.584683;9761004;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x16x25x13";"H";650;16;300;25;300;25;13;0;0;0;32.5;247.4507084;125;89.95892368;176643.0707;-5435.171405;5435.171405;6170.599994;26.7180004;11272.29105;-751.4860697;1164.981825;6.749346832;406.9397265;120.0397924;10986328.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x16x28x13";"H";650;16;300;28;300;28;13;0;0;0;32.5;264.4907084;140;90.20892368000001;191800.4924;-5901.553613;5901.553613;6678.808782;26.9289642;12622.086250000002;-841.4724164;1299.597825;6.908127774;530.2205527;142.8765302;12186846;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-650x300x16x32x13";"H";650;16;300;32;300;32;13;0;0;0;32.5;287.2107084;160;90.54225701;211538.9757;-6508.891559;6508.891559;7348.468498;27.1390652;14421.81318;-961.454212;1479.085825;7.086138209;737.7418193;178.2398278;13749264;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x9x12x18";"H";700;9;200;12;200;12;18;0;0;0;35;111.6212398;40;57.51769984;83078.29628;-2373.665608;2373.665608;2772.283663;27.28163347;1606.4429530000002;-160.6442953;256.0587999;3.793667228;47.86835822;23.92853197;1893376;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x9x16x18";"H";700;9;200;16;200;16;18;0;0;0;35;126.9012398;53.33333333000001;58.41769984;100255.14369999999;-2864.432677;2864.432677;3284.579167;28.107382210000004;2139.727687;-213.9727687;335.8967999;4.106258828;82.23127355;33.86132249;2495232;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x9x19x18";"H";700;9;200;19;200;19;18;0;0;0;35;138.3612398;63.33333333;59.09269984;112870.16109999998;-3224.861745;3224.861745;3664.789795;28.561587989999996;2539.691237;-253.9691237;395.7752999;4.284333185;120.93953849999998;43.9864594;2937153;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x9x22x18";"H";700;9;200;22;200;22;18;0;0;0;35;149.8212398;73.33333333;59.76769984;125258.0835;-3578.802386;3578.802386;4041.5624240000006;28.91453337;2939.654787;-293.9654787;455.6537999;4.42956902;172.8218858;56.28512027;3371016;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x12x22x18";"H";700;12;200;22;200;22;18;0;0;0;35;169.5012398;73.33333333;76.71769984;132315.5939;-3780.445541;3780.445541;4364.314424;27.93952869;2945.889505;-294.5889505;466.4029858;4.168902968;198.8407825;63.20296132;3371016;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x12x25x18";"H";700;12;200;25;200;25;18;0;0;0;35;180.7812398;83.33333333;77.31769984;144286.5988;-4122.474251;4122.474251;4731.772052;28.251162149999995;3345.8031049999995;-334.5803105;526.1869858;4.302030744;266.0287178;76.73018129;3796875;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x200x12x28x18";"H";700;12;200;28;200;28;18;0;0;0;35;192.0612398;93.33333333;77.91769984;156038.1443;-4458.232693;4458.232693;5095.84568;28.503324970000005;3745.7167049999994;-374.5716705;585.9709858;4.416188474;349.8182348;92.34741324;4214784;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x9x16x18";"H";700;9;250;16;250;16;18;0;0;0;35;142.9012398;66.66666667;58.41769984;118972.797;-3399.222772;3399.222772;3831.779167;28.85398738;4173.06102;-333.8448816;515.8967999;5.403925701;95.88460689000001;39.48351345;4873500;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x9x19x18";"H";700;9;250;19;250;19;18;0;0;0;35;157.3612398;79.16666667;59.09269984;134904.5244;-3854.414984;3854.414984;4311.739795;29.27954836;4954.27457;-396.3419656;609.5252999;5.611011407;143.8028718;52.30199537;5736626.953;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x12x19x18";"H";700;12;250;19;250;19;18;0;0;0;35;177.2212398;79.16666667;76.11769984;142157.4626;-4061.641789;4061.641789;4640.422795;28.32219746;4960.559238;-396.844739;620.3689858;5.290630544;169.4435843;59.97859673;5736626.953;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x12x22x18";"H";700;12;250;22;250;22;18;0;0;0;35;191.5012398;91.66666667;76.71769984;157607.0873;-4503.059636;4503.059636;5110.114424;28.688119179999997;5741.722838;-459.337827;713.9029858;5.47564542;234.3341158;74.48477054;6584015.625;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x12x25x18";"H";700;12;250;25;250;25;18;0;0;0;35;205.7812398;104.1666667;77.31769984;172776.1821;-4936.462346;4936.462346;5575.522052;28.97604095;6522.886438;-521.830915;807.4369858;5.630111802;318.1120511;91.75248279;7415771.484;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x14x25x18";"H";700;14;250;25;250;25;18;0;0;0;35;218.7812398;104.1666667;88.56769983999999;177353.2654;-5067.236156;5067.236156;5786.772052;28.47177579;6528.974981000001;-522.3179985;816.1651098;5.462827194;343.8147437;97.88529672;7415771.484;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x250x14x28x18";"H";700;14;250;28;250;28;18;0;0;0;35;232.9412398;116.66666669999998;89.11769984000001;192118.8173;-5489.109067;5489.109067;6244.01368;28.71850056;7310.087781000001;-584.8070225;909.6211098;5.601935508;448.95806980000003;117.116702;8232000;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x12x19x18";"H";700;12;300;19;300;19;18;0;0;0;35;196.22123980000003;95;76.11769984;164191.826;-4691.195027;4691.195027;5287.372795;28.92695757;8562.642571;-570.8428381;881.6189858;6.605883345999999;192.3069177;68.0716187;9912891.375;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x12x22x18";"H";700;12;300;22;300;22;18;0;0;0;35;213.50123980000004;110;76.71769984;182898.5806;-5225.673731;5225.673731;5855.914424;29.26880336;9912.556171;-660.8370781;1016.402986;6.813850960999999;269.8274492;85.76657976;11377179;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x12x25x18";"H";700;12;300;25;300;25;18;0;0;0;35;230.78123979999998;125;77.31769984;201265.7654;-5750.450441;5750.450441;6419.272052;29.53144539;11262.46977;-750.8313181;1151.186986;6.98580676;370.1953845;106.7747843;12814453.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x14x25x18";"H";700;14;300;25;300;25;18;0;0;0;35;243.7812398;125;88.56769983999999;205842.84879999998;-5881.224251;5881.224251;6630.522052;29.05813594;11268.55831;-751.2372209;1159.91511;6.798827737;395.8980771;112.7136094;12814453.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x14x28x18";"H";700;14;300;28;300;28;18;0;0;0;35;260.9412398;140;89.11769984000001;223747.9907;-6392.799733;6392.799733;7184.81368;29.282503989999995;12618.42111;-841.2280743;1294.62111;6.95394334;522.1314030999999;136.2049421;14224896;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x14x32x18";"H";700;14;300;32;300;32;18;0;0;0;35;283.8212398;160;89.85103317;247107.11059999999;-7060.20316;7060.20316;7915.861184000001;29.50666832;14418.23818;-961.2158787;1474.22911;7.127441335000001;734.7693042;172.4233886;16064064;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x16x25x18";"H";700;16;300;25;300;25;18;0;0;0;35;256.7812398;125;99.81769984;210419.9321;-6011.99806;6011.99806;6841.772052;28.62607418;11276.52248;-751.7681655;1169.943234;6.626831826;429.30244250000004;120.7841991;12814453.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x16x28x18";"H";700;16;300;28;300;28;18;0;0;0;35;273.8212398;140;100.3176998;228199.4904;-6519.98544;6519.98544;7392.18168;28.8684701;12626.31768;-841.7545121;1304.559234;6.790547473999999;555.8559851;143.4358574;14224896;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x300x16x32x18";"H";700;16;300;32;300;32;18;0;0;0;35;296.5412398;160;100.98436650000001;251394.76819999996;-7182.707662;7182.707662;8118.109184;29.11625861;14426.044620000002;-961.7363077;1484.047234;6.9747891939999995;768.9077099000001;178.6789085;16064064;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-700x350x12x22x18";"H";700;12;350;22;350;22;18;0;0;0;35;235.5012398;128.3333333;76.71769984;208190.0739;-5948.287826;5948.287826;6601.714424;29.73263578;15733.389500000001;-899.0508288;1373.902986;8.173621981;305.3207825;97.04838898;18066538.88;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x12x25x18";"H";700;12;350;25;350;25;18;0;0;0;35;255.7812398;145.8333333;77.31769984;229755.3488;-6564.438537;6564.438537;7263.022052;29.97080937;17877.0531;-1021.545892;1557.436986;8.360141363;422.2787177999999;121.7970858;20348876.95;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x14x25x18";"H";700;14;350;25;350;25;18;0;0;0;35;268.7812398;145.8333333;88.56769983999999;234332.43209999998;-6695.212346;6695.212346;7474.272052;29.526823200000003;17883.14165;-1021.8938080000001;1566.16511;8.156849171;447.9814104;127.5419222;20348876.95;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x14x28x18";"H";700;14;350;28;350;28;18;0;0;0;35;288.9412398;163.33333330000002;89.11769984000001;255377.164;-7296.4904;7296.4904;8125.6136799999995;29.72940818;20026.75445;-1144.385968;1749.62111;8.325312045;595.3047364;155.2931823;22588608;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x14x32x18";"H";700;14;350;32;350;32;18;0;0;0;35;315.8212398;186.6666667;89.85103317;282832.3373;-8080.923920999999;8080.923920999999;8984.661184;29.92566874;22884.90485;-1307.708848;1994.2291099999998;8.512436563;843.9959708;198.0548785;25509138.67;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x16x25x18";"H";700;16;350;25;350;25;18;0;0;0;35;281.7812398;145.8333333;99.81769984;238909.5154;-6825.986156;6825.986156;7685.522052;29.117942620000004;17891.10582;-1022.3489039999998;1576.193234;7.968242715;481.38577590000006;135.4378397;20348876.95;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x16x28x18";"H";700;16;350;28;350;28;18;0;0;0;35;301.8212398;163.33333330000002;100.3176998;259828.6637;-7423.676107;7423.676107;8332.98168;29.34057567;20034.65102;-1144.837201;1759.559234;8.147342835;629.0293185;162.3178702;22588608;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x16x32x18";"H";700;16;350;32;350;32;18;0;0;0;35;328.5412398;186.6666667;100.98436650000001;287119.9949;-8203.428424;8203.428424;9186.909184;29.5622015;22892.71128;-1308.15493;2004.0472339999997;8.347446989;878.1343766;204.0610205;25509138.67;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-700x350x16x36x18";"H";700;16;350;36;350;36;18;0;0;0;35;355.26123980000006;210;101.6510332;313732.4592;-8963.784548;8963.784548;10030.14869;29.7170581;25750.771550000005;-1471.47266;2248.535234;8.513756198;1193.473827;252.2510881;28355124;0.21;0.34;0.34;2
;"Japan";"H(const)";"H-750x250x12x19x18";"H";750;12;250;19;250;19;18;0;0;0;37.5;183.2212398;79.16666667;81.11769984;166479.7093;-4439.458916;4439.458916;5090.975895;30.14343533;4961.279238;-396.902339;622.1689858;5.203660171;172.3235843;60.9980414;6609934.245;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x250x12x22x18";"H";750;12;250;22;250;22;18;0;0;0;37.5;197.5012398;91.66666667;81.71769984;184367.0421;-4916.454457;4916.454457;5596.367523;30.55320197;5742.442838;-459.395427;715.7029858;5.392168156;237.2141158;75.40019909;7590916.667;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x250x12x25x18";"H";750;12;250;25;250;25;18;0;0;0;37.5;211.7812398;104.1666667;82.31769984;201952.4251;-5385.398003;5385.398003;6097.475151;30.88024897;6523.606438;-521.888515;809.2369858;5.550091373;320.9920511;92.58315598;8555094.401;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x250x14x25x18";"H";750;14;250;25;250;25;18;0;0;0;37.5;225.7812398;104.1666667;94.40103317;207669.09180000002;-5537.842448;5537.842448;6342.475151;30.32787665;6530.118314;-522.4094651;818.6151098;5.377947995;348.3880771;99.1873412;8555094.401;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x250x14x28x18";"H";750;14;250;28;250;28;18;0;0;0;37.5;239.9412398;116.66666669999998;94.95103317;224809.3518;-5994.916048;5994.916048;6835.116779;30.60939441;7311.231114000001;-584.8984891;912.0711098;5.5200474;453.53140310000003;118.309717;9502572.917;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x300x14x22x18";"H";750;14;300;22;300;22;18;0;0;0;37.5;233.6212398;110;93.85103317;219389.9657;-5850.399086;5850.399086;6646.385523;30.6444773;9919.838848;-661.3225898;1027.65911;6.516226118;299.8214128;93.94594315;13117104;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x300x14x25x18";"H";750;14;300;25;300;25;18;0;0;0;37.5;250.7812398;125;94.40103317;240533.67510000002;-6414.231337;6414.231337;7248.725151;30.96994406;11269.70165;-751.3134432;1162.36511;6.703609177;400.4714104;114.0156539;14783203.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x300x14x28x18";"H";750;14;300;28;300;28;18;0;0;0;37.5;267.9412398;140;94.95103317;261317.5251;-6968.467337;6968.467337;7845.916779;31.229460880000005;12619.56445;-841.3042965;1297.07111;6.862816736;526.7047364;137.3979572;16420446;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x300x16x25x18";"H";750;16;300;25;300;25;18;0;0;0;37.5;264.7812398;125;106.48436649999998;246250.3418;-6566.675781;6566.675781;7493.725151;30.496135969999997;11278.22915;-751.8819432;1173.143234;6.526447539;436.1291092;122.70488099999999;14783203.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x300x16x28x18";"H";750;16;300;28;300;28;18;0;0;0;37.5;281.8212398;140;106.9843665;266888.4482;-7117.025286;7117.025286;8086.734779;30.77358039;12628.02435;-841.8682899;1307.759234;6.69392504;562.6826518;145.1974446;16420446;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x300x16x32x18";"H";750;16;300;32;300;32;18;0;0;0;37.5;304.5412398;160;107.6510332;293855.3635;-7836.143027;7836.143027;8869.462283;31.063025650000004;14427.75128;-961.8500855;1487.247234;6.882976199;775.7343766;180.2652905;18558864;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x350x14x25x18";"H";750;14;350;25;350;25;18;0;0;0;37.5;275.7812398;145.8333333;94.40103317;273398.2585;-7290.620225;7290.620225;8154.975151;31.48585652;17884.28498;-1021.9591420000002;1568.61511;8.052920858;452.5547437;128.8439666;23475179.04;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x350x14x28x18";"H";750;14;350;28;350;28;18;0;0;0;37.5;295.9412398;163.33333330000002;94.95103317;297825.6985;-7942.018626000001;7942.018626000001;8856.716779;31.72329867;20027.89778;-1144.451302;1752.07111;8.226496905;599.8780698;156.4861973;26075060.08;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x350x14x32x18";"H";750;14;350;32;350;32;18;0;0;0;37.5;322.8212398;186.6666667;95.6843665;329744.1093;-8793.176247;8793.176247;9782.964283;31.960051639999996;22886.04818;-1307.774182;1996.67911;8.419849977;848.5693041999999;199.1280719;29470788.67;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x350x16x28x18";"H";750;16;350;28;350;28;18;0;0;0;37.5;309.8212398;163.33333330000002;106.9843665;303396.6215;-8090.576574;8090.576574;9097.534779;31.293185640000004;20036.35768;-1144.934725;1762.759234;8.041809745;635.8559851;164.0794574;26075060.08;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x350x16x32x18";"H";750;16;350;32;350;32;18;0;0;0;37.5;336.5412398;186.6666667;107.6510332;335124.5902;-8936.655738;8936.655738;10018.26228;31.556149350000002;22894.41795;-1308.252454;2007.2472339999997;8.247943138;884.9610433;205.6474025;29470788.67;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-750x350x16x36x18";"H";750;16;350;36;350;36;18;0;0;0;37.5;363.2612398;210;108.3176998;366120.252;-9763.206721;9763.206721;10928.30179;31.746974700000003;25752.47822;-1471.570184;2251.735234;8.419765262;1200.300493;253.69396359999996;32786255.25;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x250x14x22x18";"H";800;14;250;22;250;22;18;0;0;0;40;218.6212398;91.66666667;99.6843665;220797.1161;-5519.927902;5519.927902;6383.388623;31.779753320000005;5750.148848;-460.0119078;727.6091098;5.128535511;268.9014128;84.25748049;8669432.292;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x250x14x25x18";"H";800;14;250;25;250;25;18;0;0;0;40;232.7812398;104.1666667;100.2343665;240807.1836;-6020.179591;6020.179591;6915.678251;32.16330956;6531.261648;-522.5009318;821.0651098;5.296933891;352.9614104;100.4893857;9775797.526;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x250x16x25x18";"H";800;16;250;25;250;25;18;0;0;0;40;247.78123979999998;104.1666667;113.1510332;247838.43360000002;-6195.960841;6195.960841;7196.928251;31.62642604;6540.352482000001;-523.2281985;832.5932338;5.137671905;390.8724424999999;109.9719224;9775797.526;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x250x16x28x18";"H";800;16;250;28;250;28;18;0;0;0;40;261.8212398;116.66666669999998;113.6510332;267362.9982;-6684.074955;6684.074955;7720.487879;31.955691060000003;7321.397682;-585.7118145;925.9592338;5.288037925;496.33598509999996;128.077019;10864291.67;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x250x16x32x18";"H";800;16;250;32;250;32;18;0;0;0;40;280.5412398;133.3333333;114.3176998;292909.4977;-7322.737442;7322.737442;8412.015383;32.3123371;8362.791282;-669.0233025;1050.447234;5.459806773;673.3343766;156.4695605;12288000;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x300x14x22x18";"H";800;14;300;22;300;22;18;0;0;0;40;240.6212398;110;99.6843665;254096.6094;-6352.415236;6352.415236;7239.188623;32.49619072;9920.982181;-661.3988121;1030.10911;6.421113620000001;304.3947462;95.37894992;14980779;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x300x14x25x18";"H";800;14;300;25;300;25;18;0;0;0;40;257.7812398;125;100.2343665;278359.267;-6958.981674;6958.981674;7884.428250999999;32.86072856;11270.84498;-751.3896654;1164.81511;6.612300532;405.0447437;115.3176984;16892578.12;0.21;0.34;0.49;2
;"Japan";"H(const)";"H-800x300x14x28x18";"H";800;14;300;28;300;28;18;0;0;0;40;274.9412398;140;100.7843665;302236.3251;-7555.908128;7555.908128;8524.519879;33.15533243;12620.70778;-841.3805187;1299.52111;6.775196761;531.2780698;138.5909722;18773496;0.21;0.34;0.49;2
